arquivo,cluster
data/C50/C50train\acq\1630.txt,4
data/C50/C50train\acq\1631.txt,4
data/C50/C50train\acq\1632.txt,4
data/C50/C50train\acq\1633.txt,4
data/C50/C50train\acq\1634.txt,4
data/C50/C50train\acq\1635.txt,4
data/C50/C50train\acq\1636.txt,4
data/C50/C50train\acq\1637.txt,4
data/C50/C50train\acq\1638.txt,4
data/C50/C50train\acq\1639.txt,4
data/C50/C50train\acq\164.txt,4
data/C50/C50train\acq\1640.txt,4
data/C50/C50train\acq\1641.txt,4
data/C50/C50train\acq\1642.txt,4
data/C50/C50train\acq\1643.txt,2
data/C50/C50train\acq\1644.txt,4
data/C50/C50train\acq\1645.txt,2
data/C50/C50train\acq\1646.txt,4
data/C50/C50train\acq\1647.txt,4
data/C50/C50train\acq\1648.txt,4
data/C50/C50train\acq\1649.txt,2
data/C50/C50train\acq\165.txt,4
data/C50/C50train\acq\1650.txt,4
data/C50/C50train\acq\1651.txt,4
data/C50/C50train\acq\1652.txt,4
data/C50/C50train\acq\1653.txt,6
data/C50/C50train\acq\1654.txt,4
data/C50/C50train\acq\1655.txt,4
data/C50/C50train\acq\1656.txt,4
data/C50/C50train\acq\1657.txt,4
data/C50/C50train\acq\1658.txt,4
data/C50/C50train\acq\1659.txt,2
data/C50/C50train\acq\166.txt,4
data/C50/C50train\acq\1660.txt,4
data/C50/C50train\acq\1661.txt,4
data/C50/C50train\acq\1662.txt,2
data/C50/C50train\acq\1663.txt,6
data/C50/C50train\acq\1664.txt,4
data/C50/C50train\acq\1665.txt,4
data/C50/C50train\acq\1666.txt,4
data/C50/C50train\acq\1667.txt,4
data/C50/C50train\acq\1668.txt,4
data/C50/C50train\acq\1669.txt,4
data/C50/C50train\acq\167.txt,4
data/C50/C50train\acq\1670.txt,6
data/C50/C50train\acq\1671.txt,4
data/C50/C50train\acq\1672.txt,4
data/C50/C50train\acq\1673.txt,4
data/C50/C50train\acq\1674.txt,4
data/C50/C50train\acq\1675.txt,4
data/C50/C50train\acq\1676.txt,4
data/C50/C50train\acq\1677.txt,4
data/C50/C50train\acq\1678.txt,4
data/C50/C50train\acq\1679.txt,4
data/C50/C50train\acq\168.txt,4
data/C50/C50train\acq\1680.txt,4
data/C50/C50train\acq\1681.txt,2
data/C50/C50train\acq\1682.txt,4
data/C50/C50train\acq\1683.txt,6
data/C50/C50train\acq\1684.txt,4
data/C50/C50train\acq\1685.txt,4
data/C50/C50train\acq\1686.txt,4
data/C50/C50train\acq\1687.txt,4
data/C50/C50train\acq\1688.txt,1
data/C50/C50train\acq\1689.txt,4
data/C50/C50train\acq\169.txt,4
data/C50/C50train\acq\1690.txt,4
data/C50/C50train\acq\1691.txt,4
data/C50/C50train\acq\1692.txt,4
data/C50/C50train\acq\1693.txt,4
data/C50/C50train\acq\1694.txt,4
data/C50/C50train\acq\1695.txt,4
data/C50/C50train\acq\1696.txt,4
data/C50/C50train\acq\1697.txt,4
data/C50/C50train\acq\1698.txt,4
data/C50/C50train\acq\1699.txt,4
data/C50/C50train\acq\17.txt,4
data/C50/C50train\acq\170.txt,4
data/C50/C50train\acq\1700.txt,4
data/C50/C50train\acq\1701.txt,4
data/C50/C50train\acq\1702.txt,4
data/C50/C50train\acq\1703.txt,4
data/C50/C50train\acq\1704.txt,4
data/C50/C50train\acq\1705.txt,4
data/C50/C50train\acq\1706.txt,4
data/C50/C50train\acq\1707.txt,4
data/C50/C50train\acq\1708.txt,4
data/C50/C50train\acq\1709.txt,4
data/C50/C50train\acq\171.txt,4
data/C50/C50train\acq\1710.txt,4
data/C50/C50train\acq\1711.txt,4
data/C50/C50train\acq\1712.txt,4
data/C50/C50train\acq\1713.txt,4
data/C50/C50train\acq\1714.txt,4
data/C50/C50train\acq\1715.txt,4
data/C50/C50train\acq\1716.txt,4
data/C50/C50train\acq\1717.txt,4
data/C50/C50train\acq\1718.txt,4
data/C50/C50train\acq\1719.txt,4
data/C50/C50train\acq\172.txt,4
data/C50/C50train\acq\1720.txt,4
data/C50/C50train\acq\1721.txt,4
data/C50/C50train\acq\1722.txt,4
data/C50/C50train\acq\1723.txt,2
data/C50/C50train\acq\1724.txt,4
data/C50/C50train\acq\1725.txt,2
data/C50/C50train\acq\1726.txt,2
data/C50/C50train\acq\1727.txt,4
data/C50/C50train\acq\1728.txt,4
data/C50/C50train\acq\1729.txt,4
data/C50/C50train\acq\173.txt,4
data/C50/C50train\acq\1730.txt,4
data/C50/C50train\acq\1731.txt,6
data/C50/C50train\acq\1732.txt,4
data/C50/C50train\acq\1733.txt,4
data/C50/C50train\acq\1734.txt,2
data/C50/C50train\acq\1735.txt,4
data/C50/C50train\acq\1736.txt,4
data/C50/C50train\acq\1737.txt,4
data/C50/C50train\acq\1738.txt,4
data/C50/C50train\acq\1739.txt,4
data/C50/C50train\acq\174.txt,4
data/C50/C50train\acq\1740.txt,4
data/C50/C50train\acq\1741.txt,4
data/C50/C50train\acq\1742.txt,4
data/C50/C50train\acq\1743.txt,4
data/C50/C50train\acq\1744.txt,4
data/C50/C50train\acq\1745.txt,4
data/C50/C50train\acq\1746.txt,4
data/C50/C50train\acq\1747.txt,4
data/C50/C50train\acq\1748.txt,4
data/C50/C50train\acq\1749.txt,4
data/C50/C50train\acq\175.txt,4
data/C50/C50train\acq\1750.txt,4
data/C50/C50train\acq\1751.txt,4
data/C50/C50train\acq\1752.txt,1
data/C50/C50train\acq\1753.txt,2
data/C50/C50train\acq\1754.txt,4
data/C50/C50train\acq\1755.txt,4
data/C50/C50train\acq\1756.txt,4
data/C50/C50train\acq\1757.txt,6
data/C50/C50train\acq\1758.txt,4
data/C50/C50train\acq\1759.txt,4
data/C50/C50train\acq\176.txt,4
data/C50/C50train\acq\1760.txt,4
data/C50/C50train\acq\1761.txt,6
data/C50/C50train\acq\1762.txt,4
data/C50/C50train\acq\1763.txt,4
data/C50/C50train\acq\1764.txt,4
data/C50/C50train\acq\1765.txt,4
data/C50/C50train\acq\1766.txt,4
data/C50/C50train\acq\1767.txt,6
data/C50/C50train\acq\1768.txt,4
data/C50/C50train\acq\1769.txt,4
data/C50/C50train\acq\177.txt,4
data/C50/C50train\acq\1770.txt,4
data/C50/C50train\acq\1771.txt,4
data/C50/C50train\acq\1772.txt,6
data/C50/C50train\acq\1773.txt,4
data/C50/C50train\acq\1774.txt,1
data/C50/C50train\acq\1775.txt,4
data/C50/C50train\acq\1776.txt,4
data/C50/C50train\acq\1777.txt,4
data/C50/C50train\acq\1778.txt,4
data/C50/C50train\acq\1779.txt,4
data/C50/C50train\acq\178.txt,4
data/C50/C50train\acq\1780.txt,2
data/C50/C50train\acq\1781.txt,4
data/C50/C50train\acq\1782.txt,4
data/C50/C50train\acq\1783.txt,4
data/C50/C50train\acq\1784.txt,4
data/C50/C50train\acq\1785.txt,4
data/C50/C50train\acq\1786.txt,4
data/C50/C50train\acq\1787.txt,4
data/C50/C50train\acq\1788.txt,4
data/C50/C50train\acq\1789.txt,4
data/C50/C50train\acq\179.txt,4
data/C50/C50train\acq\1790.txt,4
data/C50/C50train\acq\1791.txt,6
data/C50/C50train\acq\1792.txt,4
data/C50/C50train\acq\1793.txt,4
data/C50/C50train\acq\1794.txt,4
data/C50/C50train\acq\1795.txt,4
data/C50/C50train\acq\1796.txt,4
data/C50/C50train\acq\1797.txt,4
data/C50/C50train\acq\1798.txt,4
data/C50/C50train\acq\1799.txt,4
data/C50/C50train\acq\18.txt,4
data/C50/C50train\acq\180.txt,4
data/C50/C50train\acq\1800.txt,4
data/C50/C50train\acq\1801.txt,2
data/C50/C50train\acq\1802.txt,4
data/C50/C50train\acq\1803.txt,4
data/C50/C50train\acq\1804.txt,4
data/C50/C50train\acq\1805.txt,4
data/C50/C50train\acq\1806.txt,4
data/C50/C50train\acq\1807.txt,2
data/C50/C50train\acq\1808.txt,4
data/C50/C50train\acq\1809.txt,4
data/C50/C50train\acq\181.txt,2
data/C50/C50train\acq\1810.txt,4
data/C50/C50train\acq\1811.txt,4
data/C50/C50train\acq\1812.txt,4
data/C50/C50train\acq\1813.txt,4
data/C50/C50train\acq\1814.txt,6
data/C50/C50train\acq\1815.txt,6
data/C50/C50train\acq\1816.txt,2
data/C50/C50train\acq\1817.txt,4
data/C50/C50train\acq\1818.txt,4
data/C50/C50train\acq\1819.txt,4
data/C50/C50train\acq\182.txt,4
data/C50/C50train\acq\1820.txt,4
data/C50/C50train\acq\1821.txt,4
data/C50/C50train\acq\1822.txt,2
data/C50/C50train\acq\1823.txt,4
data/C50/C50train\acq\1824.txt,1
data/C50/C50train\acq\1825.txt,6
data/C50/C50train\acq\1826.txt,4
data/C50/C50train\acq\1827.txt,4
data/C50/C50train\acq\1828.txt,4
data/C50/C50train\acq\1829.txt,4
data/C50/C50train\acq\183.txt,4
data/C50/C50train\acq\1830.txt,4
data/C50/C50train\acq\1831.txt,4
data/C50/C50train\acq\1832.txt,6
data/C50/C50train\acq\1833.txt,4
data/C50/C50train\acq\1834.txt,4
data/C50/C50train\acq\1835.txt,4
data/C50/C50train\acq\1836.txt,4
data/C50/C50train\acq\1837.txt,6
data/C50/C50train\acq\1838.txt,4
data/C50/C50train\acq\1839.txt,4
data/C50/C50train\acq\184.txt,4
data/C50/C50train\acq\1840.txt,4
data/C50/C50train\acq\1841.txt,4
data/C50/C50train\acq\1842.txt,4
data/C50/C50train\acq\1843.txt,4
data/C50/C50train\acq\1844.txt,4
data/C50/C50train\acq\1845.txt,4
data/C50/C50train\acq\1846.txt,6
data/C50/C50train\acq\1847.txt,4
data/C50/C50train\acq\1848.txt,4
data/C50/C50train\acq\1849.txt,4
data/C50/C50train\acq\185.txt,4
data/C50/C50train\acq\1850.txt,4
data/C50/C50train\acq\1851.txt,4
data/C50/C50train\acq\1852.txt,4
data/C50/C50train\acq\1853.txt,4
data/C50/C50train\acq\1854.txt,4
data/C50/C50train\acq\1855.txt,4
data/C50/C50train\acq\1856.txt,2
data/C50/C50train\acq\1857.txt,6
data/C50/C50train\acq\1858.txt,4
data/C50/C50train\acq\1859.txt,2
data/C50/C50train\acq\186.txt,4
data/C50/C50train\acq\1860.txt,4
data/C50/C50train\acq\1861.txt,4
data/C50/C50train\acq\1862.txt,4
data/C50/C50train\acq\1863.txt,4
data/C50/C50train\acq\1864.txt,4
data/C50/C50train\acq\1865.txt,4
data/C50/C50train\acq\1866.txt,4
data/C50/C50train\acq\1867.txt,4
data/C50/C50train\acq\1868.txt,4
data/C50/C50train\acq\1869.txt,2
data/C50/C50train\acq\187.txt,4
data/C50/C50train\acq\1870.txt,4
data/C50/C50train\acq\1871.txt,4
data/C50/C50train\acq\1872.txt,4
data/C50/C50train\acq\1873.txt,4
data/C50/C50train\acq\1874.txt,4
data/C50/C50train\acq\1875.txt,2
data/C50/C50train\acq\1876.txt,4
data/C50/C50train\acq\1877.txt,4
data/C50/C50train\acq\1878.txt,2
data/C50/C50train\acq\1879.txt,4
data/C50/C50train\acq\188.txt,4
data/C50/C50train\acq\1880.txt,2
data/C50/C50train\acq\1881.txt,6
data/C50/C50train\acq\1882.txt,6
data/C50/C50train\acq\1883.txt,4
data/C50/C50train\acq\1884.txt,4
data/C50/C50train\acq\1885.txt,6
data/C50/C50train\acq\1886.txt,4
data/C50/C50train\acq\1887.txt,4
data/C50/C50train\acq\1888.txt,4
data/C50/C50train\acq\1889.txt,4
data/C50/C50train\acq\189.txt,4
data/C50/C50train\acq\1890.txt,4
data/C50/C50train\acq\1891.txt,2
data/C50/C50train\acq\1892.txt,4
data/C50/C50train\acq\1893.txt,4
data/C50/C50train\acq\1894.txt,4
data/C50/C50train\acq\1895.txt,4
data/C50/C50train\acq\1896.txt,2
data/C50/C50train\acq\1897.txt,2
data/C50/C50train\acq\1898.txt,4
data/C50/C50train\acq\1899.txt,4
data/C50/C50train\acq\19.txt,4
data/C50/C50train\acq\190.txt,4
data/C50/C50train\acq\1900.txt,4
data/C50/C50train\acq\1901.txt,4
data/C50/C50train\acq\1902.txt,6
data/C50/C50train\acq\1903.txt,4
data/C50/C50train\acq\1904.txt,4
data/C50/C50train\acq\1905.txt,4
data/C50/C50train\acq\1906.txt,4
data/C50/C50train\acq\1907.txt,4
data/C50/C50train\acq\1908.txt,1
data/C50/C50train\acq\1909.txt,4
data/C50/C50train\acq\191.txt,4
data/C50/C50train\acq\1910.txt,4
data/C50/C50train\acq\1911.txt,4
data/C50/C50train\acq\1912.txt,4
data/C50/C50train\acq\1913.txt,4
data/C50/C50train\acq\1914.txt,4
data/C50/C50train\acq\1915.txt,4
data/C50/C50train\acq\1916.txt,6
data/C50/C50train\acq\1917.txt,4
data/C50/C50train\acq\1918.txt,4
data/C50/C50train\acq\1919.txt,2
data/C50/C50train\acq\192.txt,2
data/C50/C50train\acq\1920.txt,4
data/C50/C50train\acq\1921.txt,4
data/C50/C50train\acq\1922.txt,4
data/C50/C50train\acq\1923.txt,4
data/C50/C50train\acq\1924.txt,4
data/C50/C50train\acq\1925.txt,4
data/C50/C50train\acq\1926.txt,4
data/C50/C50train\acq\1927.txt,6
data/C50/C50train\acq\1928.txt,4
data/C50/C50train\acq\1929.txt,4
data/C50/C50train\acq\193.txt,4
data/C50/C50train\acq\1930.txt,4
data/C50/C50train\acq\1931.txt,9
data/C50/C50train\acq\1932.txt,4
data/C50/C50train\acq\1933.txt,4
data/C50/C50train\acq\1934.txt,4
data/C50/C50train\acq\1935.txt,4
data/C50/C50train\acq\1936.txt,4
data/C50/C50train\acq\1937.txt,4
data/C50/C50train\acq\1938.txt,4
data/C50/C50train\acq\1939.txt,4
data/C50/C50train\acq\194.txt,4
data/C50/C50train\acq\1940.txt,6
data/C50/C50train\acq\1941.txt,4
data/C50/C50train\acq\1942.txt,4
data/C50/C50train\acq\1943.txt,4
data/C50/C50train\acq\1944.txt,4
data/C50/C50train\acq\1945.txt,4
data/C50/C50train\acq\1946.txt,6
data/C50/C50train\acq\1947.txt,4
data/C50/C50train\acq\1948.txt,6
data/C50/C50train\acq\1949.txt,4
data/C50/C50train\acq\195.txt,4
data/C50/C50train\acq\1950.txt,4
data/C50/C50train\acq\1951.txt,2
data/C50/C50train\acq\1952.txt,6
data/C50/C50train\acq\1953.txt,4
data/C50/C50train\acq\1954.txt,4
data/C50/C50train\acq\1955.txt,4
data/C50/C50train\acq\1956.txt,4
data/C50/C50train\acq\1957.txt,4
data/C50/C50train\acq\1958.txt,4
data/C50/C50train\acq\1959.txt,6
data/C50/C50train\acq\196.txt,4
data/C50/C50train\acq\1960.txt,2
data/C50/C50train\acq\197.txt,4
data/C50/C50train\acq\198.txt,4
data/C50/C50train\acq\199.txt,4
data/C50/C50train\acq\2.txt,2
data/C50/C50train\acq\20.txt,4
data/C50/C50train\acq\200.txt,4
data/C50/C50train\acq\201.txt,4
data/C50/C50train\acq\202.txt,4
data/C50/C50train\acq\203.txt,4
data/C50/C50train\acq\204.txt,4
data/C50/C50train\acq\205.txt,4
data/C50/C50train\acq\206.txt,4
data/C50/C50train\acq\207.txt,2
data/C50/C50train\acq\208.txt,4
data/C50/C50train\acq\209.txt,6
data/C50/C50train\acq\21.txt,4
data/C50/C50train\acq\210.txt,4
data/C50/C50train\acq\211.txt,4
data/C50/C50train\acq\212.txt,4
data/C50/C50train\acq\213.txt,4
data/C50/C50train\acq\214.txt,4
data/C50/C50train\acq\215.txt,4
data/C50/C50train\acq\216.txt,4
data/C50/C50train\acq\217.txt,4
data/C50/C50train\acq\218.txt,4
data/C50/C50train\acq\219.txt,2
data/C50/C50train\acq\22.txt,4
data/C50/C50train\acq\220.txt,4
data/C50/C50train\acq\221.txt,4
data/C50/C50train\acq\222.txt,4
data/C50/C50train\acq\223.txt,4
data/C50/C50train\acq\224.txt,4
data/C50/C50train\acq\225.txt,2
data/C50/C50train\acq\226.txt,4
data/C50/C50train\acq\227.txt,6
data/C50/C50train\acq\228.txt,4
data/C50/C50train\acq\229.txt,4
data/C50/C50train\acq\23.txt,4
data/C50/C50train\acq\230.txt,4
data/C50/C50train\acq\231.txt,4
data/C50/C50train\acq\232.txt,9
data/C50/C50train\acq\233.txt,4
data/C50/C50train\acq\234.txt,6
data/C50/C50train\acq\235.txt,6
data/C50/C50train\acq\236.txt,4
data/C50/C50train\acq\237.txt,4
data/C50/C50train\acq\238.txt,4
data/C50/C50train\acq\239.txt,4
data/C50/C50train\acq\24.txt,6
data/C50/C50train\acq\240.txt,4
data/C50/C50train\acq\241.txt,4
data/C50/C50train\acq\242.txt,4
data/C50/C50train\acq\243.txt,4
data/C50/C50train\acq\244.txt,4
data/C50/C50train\acq\245.txt,4
data/C50/C50train\acq\246.txt,4
data/C50/C50train\acq\247.txt,4
data/C50/C50train\acq\248.txt,4
data/C50/C50train\acq\249.txt,4
data/C50/C50train\acq\25.txt,4
data/C50/C50train\acq\250.txt,4
data/C50/C50train\acq\251.txt,4
data/C50/C50train\acq\252.txt,4
data/C50/C50train\acq\253.txt,4
data/C50/C50train\acq\254.txt,4
data/C50/C50train\acq\255.txt,4
data/C50/C50train\acq\256.txt,4
data/C50/C50train\acq\257.txt,4
data/C50/C50train\acq\258.txt,4
data/C50/C50train\acq\259.txt,4
data/C50/C50train\acq\26.txt,4
data/C50/C50train\acq\260.txt,4
data/C50/C50train\acq\261.txt,4
data/C50/C50train\acq\262.txt,4
data/C50/C50train\acq\263.txt,4
data/C50/C50train\acq\264.txt,4
data/C50/C50train\acq\265.txt,4
data/C50/C50train\acq\266.txt,4
data/C50/C50train\acq\267.txt,4
data/C50/C50train\acq\268.txt,4
data/C50/C50train\acq\269.txt,4
data/C50/C50train\acq\27.txt,2
data/C50/C50train\acq\270.txt,4
data/C50/C50train\acq\271.txt,4
data/C50/C50train\acq\272.txt,4
data/C50/C50train\acq\273.txt,4
data/C50/C50train\acq\274.txt,4
data/C50/C50train\acq\275.txt,4
data/C50/C50train\acq\276.txt,4
data/C50/C50train\acq\277.txt,4
data/C50/C50train\acq\278.txt,4
data/C50/C50train\acq\279.txt,4
data/C50/C50train\acq\28.txt,4
data/C50/C50train\acq\280.txt,6
data/C50/C50train\acq\281.txt,4
data/C50/C50train\acq\282.txt,4
data/C50/C50train\acq\283.txt,4
data/C50/C50train\acq\284.txt,4
data/C50/C50train\acq\285.txt,4
data/C50/C50train\acq\286.txt,4
data/C50/C50train\acq\287.txt,4
data/C50/C50train\acq\288.txt,4
data/C50/C50train\acq\289.txt,4
data/C50/C50train\acq\29.txt,2
data/C50/C50train\acq\290.txt,4
data/C50/C50train\acq\291.txt,4
data/C50/C50train\acq\292.txt,4
data/C50/C50train\acq\293.txt,4
data/C50/C50train\acq\294.txt,4
data/C50/C50train\acq\295.txt,4
data/C50/C50train\acq\296.txt,4
data/C50/C50train\acq\297.txt,4
data/C50/C50train\acq\298.txt,4
data/C50/C50train\acq\299.txt,6
data/C50/C50train\acq\3.txt,4
data/C50/C50train\acq\30.txt,4
data/C50/C50train\acq\300.txt,4
data/C50/C50train\acq\301.txt,4
data/C50/C50train\acq\302.txt,4
data/C50/C50train\acq\303.txt,2
data/C50/C50train\acq\304.txt,4
data/C50/C50train\acq\305.txt,4
data/C50/C50train\acq\306.txt,4
data/C50/C50train\acq\307.txt,4
data/C50/C50train\acq\308.txt,4
data/C50/C50train\acq\309.txt,4
data/C50/C50train\acq\31.txt,4
data/C50/C50train\acq\310.txt,4
data/C50/C50train\acq\311.txt,4
data/C50/C50train\acq\312.txt,2
data/C50/C50train\acq\313.txt,4
data/C50/C50train\acq\314.txt,4
data/C50/C50train\acq\315.txt,4
data/C50/C50train\acq\316.txt,4
data/C50/C50train\acq\317.txt,4
data/C50/C50train\acq\318.txt,4
data/C50/C50train\acq\319.txt,6
data/C50/C50train\acq\32.txt,4
data/C50/C50train\acq\320.txt,4
data/C50/C50train\acq\321.txt,4
data/C50/C50train\acq\322.txt,2
data/C50/C50train\acq\323.txt,6
data/C50/C50train\acq\324.txt,4
data/C50/C50train\acq\325.txt,4
data/C50/C50train\acq\326.txt,4
data/C50/C50train\acq\327.txt,4
data/C50/C50train\acq\328.txt,4
data/C50/C50train\acq\329.txt,4
data/C50/C50train\acq\33.txt,4
data/C50/C50train\acq\330.txt,4
data/C50/C50train\acq\331.txt,4
data/C50/C50train\acq\332.txt,4
data/C50/C50train\acq\333.txt,6
data/C50/C50train\acq\334.txt,4
data/C50/C50train\acq\335.txt,2
data/C50/C50train\acq\336.txt,4
data/C50/C50train\acq\337.txt,4
data/C50/C50train\acq\338.txt,4
data/C50/C50train\acq\339.txt,4
data/C50/C50train\acq\34.txt,4
data/C50/C50train\acq\340.txt,4
data/C50/C50train\acq\341.txt,4
data/C50/C50train\acq\342.txt,4
data/C50/C50train\acq\343.txt,4
data/C50/C50train\acq\344.txt,4
data/C50/C50train\acq\345.txt,4
data/C50/C50train\acq\346.txt,4
data/C50/C50train\acq\347.txt,4
data/C50/C50train\acq\348.txt,4
data/C50/C50train\acq\349.txt,4
data/C50/C50train\acq\35.txt,4
data/C50/C50train\acq\350.txt,4
data/C50/C50train\acq\351.txt,4
data/C50/C50train\acq\352.txt,4
data/C50/C50train\acq\353.txt,4
data/C50/C50train\acq\354.txt,4
data/C50/C50train\acq\355.txt,4
data/C50/C50train\acq\356.txt,4
data/C50/C50train\acq\357.txt,4
data/C50/C50train\acq\358.txt,4
data/C50/C50train\acq\359.txt,4
data/C50/C50train\acq\36.txt,4
data/C50/C50train\acq\360.txt,4
data/C50/C50train\acq\361.txt,4
data/C50/C50train\acq\362.txt,4
data/C50/C50train\acq\363.txt,4
data/C50/C50train\acq\364.txt,4
data/C50/C50train\acq\365.txt,4
data/C50/C50train\acq\366.txt,4
data/C50/C50train\acq\367.txt,4
data/C50/C50train\acq\368.txt,4
data/C50/C50train\acq\369.txt,4
data/C50/C50train\acq\37.txt,4
data/C50/C50train\acq\370.txt,4
data/C50/C50train\acq\371.txt,4
data/C50/C50train\acq\372.txt,2
data/C50/C50train\acq\373.txt,4
data/C50/C50train\acq\374.txt,2
data/C50/C50train\acq\375.txt,4
data/C50/C50train\acq\376.txt,4
data/C50/C50train\acq\377.txt,6
data/C50/C50train\acq\378.txt,2
data/C50/C50train\acq\379.txt,4
data/C50/C50train\acq\38.txt,4
data/C50/C50train\acq\380.txt,4
data/C50/C50train\acq\381.txt,4
data/C50/C50train\acq\382.txt,6
data/C50/C50train\acq\383.txt,4
data/C50/C50train\acq\384.txt,4
data/C50/C50train\acq\385.txt,4
data/C50/C50train\acq\386.txt,4
data/C50/C50train\acq\387.txt,2
data/C50/C50train\acq\388.txt,2
data/C50/C50train\acq\389.txt,4
data/C50/C50train\acq\39.txt,4
data/C50/C50train\acq\390.txt,4
data/C50/C50train\acq\391.txt,4
data/C50/C50train\acq\392.txt,4
data/C50/C50train\acq\393.txt,4
data/C50/C50train\acq\394.txt,4
data/C50/C50train\acq\395.txt,4
data/C50/C50train\acq\396.txt,4
data/C50/C50train\acq\397.txt,4
data/C50/C50train\acq\398.txt,4
data/C50/C50train\acq\399.txt,4
data/C50/C50train\acq\4.txt,4
data/C50/C50train\acq\40.txt,4
data/C50/C50train\acq\400.txt,4
data/C50/C50train\acq\401.txt,2
data/C50/C50train\acq\402.txt,4
data/C50/C50train\acq\403.txt,2
data/C50/C50train\acq\404.txt,2
data/C50/C50train\acq\405.txt,4
data/C50/C50train\acq\406.txt,2
data/C50/C50train\acq\407.txt,4
data/C50/C50train\acq\408.txt,4
data/C50/C50train\acq\409.txt,4
data/C50/C50train\acq\41.txt,4
data/C50/C50train\acq\410.txt,4
data/C50/C50train\acq\411.txt,4
data/C50/C50train\acq\412.txt,4
data/C50/C50train\acq\413.txt,4
data/C50/C50train\acq\414.txt,4
data/C50/C50train\acq\415.txt,2
data/C50/C50train\acq\416.txt,4
data/C50/C50train\acq\417.txt,4
data/C50/C50train\acq\418.txt,4
data/C50/C50train\acq\419.txt,4
data/C50/C50train\acq\42.txt,4
data/C50/C50train\acq\420.txt,4
data/C50/C50train\acq\421.txt,4
data/C50/C50train\acq\422.txt,4
data/C50/C50train\acq\423.txt,4
data/C50/C50train\acq\424.txt,4
data/C50/C50train\acq\425.txt,4
data/C50/C50train\acq\426.txt,4
data/C50/C50train\acq\427.txt,4
data/C50/C50train\acq\428.txt,4
data/C50/C50train\acq\429.txt,4
data/C50/C50train\acq\43.txt,4
data/C50/C50train\acq\430.txt,4
data/C50/C50train\acq\431.txt,4
data/C50/C50train\acq\432.txt,4
data/C50/C50train\acq\433.txt,4
data/C50/C50train\acq\434.txt,2
data/C50/C50train\acq\435.txt,4
data/C50/C50train\acq\436.txt,4
data/C50/C50train\acq\437.txt,4
data/C50/C50train\acq\438.txt,4
data/C50/C50train\acq\439.txt,4
data/C50/C50train\acq\44.txt,4
data/C50/C50train\acq\440.txt,4
data/C50/C50train\acq\441.txt,4
data/C50/C50train\acq\442.txt,4
data/C50/C50train\acq\443.txt,4
data/C50/C50train\acq\444.txt,4
data/C50/C50train\acq\445.txt,4
data/C50/C50train\acq\446.txt,4
data/C50/C50train\acq\447.txt,6
data/C50/C50train\acq\448.txt,4
data/C50/C50train\acq\449.txt,4
data/C50/C50train\acq\45.txt,4
data/C50/C50train\acq\450.txt,4
data/C50/C50train\acq\451.txt,4
data/C50/C50train\acq\452.txt,4
data/C50/C50train\acq\453.txt,4
data/C50/C50train\acq\454.txt,4
data/C50/C50train\acq\455.txt,4
data/C50/C50train\acq\456.txt,4
data/C50/C50train\acq\457.txt,4
data/C50/C50train\acq\458.txt,2
data/C50/C50train\acq\459.txt,4
data/C50/C50train\acq\46.txt,4
data/C50/C50train\acq\460.txt,4
data/C50/C50train\acq\461.txt,4
data/C50/C50train\acq\462.txt,4
data/C50/C50train\acq\463.txt,4
data/C50/C50train\acq\464.txt,4
data/C50/C50train\acq\465.txt,6
data/C50/C50train\acq\466.txt,4
data/C50/C50train\acq\467.txt,4
data/C50/C50train\acq\468.txt,4
data/C50/C50train\acq\469.txt,4
data/C50/C50train\acq\47.txt,4
data/C50/C50train\acq\470.txt,4
data/C50/C50train\acq\471.txt,4
data/C50/C50train\acq\472.txt,4
data/C50/C50train\acq\473.txt,4
data/C50/C50train\acq\474.txt,4
